房屋名称,房屋户型,建筑面积,房屋朝向,装修情况,有无电梯,房屋总价,房屋单价,
新城域花园,2室2厅,85.57,南 北,精装,有,130,15193
鑫苑国际城市花园(昆山市),2室2厅,88.92,南,精装,有,163,18332
世茂蝶湖湾,2室2厅,92.08,南 北,毛坯,有,123.5,13413
中宇国际公寓,1室1厅,46.97,南,毛坯,有,70.6,15031
阳光世纪花园,2室2厅,91.56,南 北,精装,无,165,18021
正荣华府,3室2厅,114.68,南,精装,有,255,22236
朱家弄,2室1厅,50.81,南,精装,无,176,34639
中海珑湾,3室2厅,87.88,南 北,精装,有,242,27538
中海国际社区（一区）,2室2厅,77.68,南,精装,有,333,42869
金辉融侨城,4室2厅,116.45,南,简装,有,281,24131
胥江新村,2室1厅,62.86,南,简装,无,134,21318
美乐城,2室1厅,48.57,南,精装,2.75元/m3,62,12766
新城域花园,3室2厅,89.51,南 北,精装,有,159,17764
新城红树湾,2室2厅,76.67,南,精装,有,167,21782
万科魅力花园,3室1厅,85.67,南,精装,有,204.9,23918
太湖颐景,3室1厅,125,南,毛坯,有,322,25760
钟南花苑,2室1厅,89.48,南 北,简装,有,249,27828
绣衣新村东区,2室2厅,56,东,精装,无,122,21786
中海御景湾,3室2厅,87.95,南,精装,有,190,21604
新养蚕里新村,3室2厅,59.18,南,精装,无,289,48835
领秀江南,3室2厅,142.32,南 北,精装,有,450,31619
可逸兰亭,3室2厅,91.72,南,精装,有,179,19516
九龙仓繁华里,3室2厅,119.89,南,精装,有,536,44708
湖畔天城,3室2厅,115.57,南,精装,有,498,43091
金辉融侨城,3室2厅,98.57,南,精装,有,238,24146
天城花园,4室2厅,121.43,南 北,精装,有,210,17294
时代花园,3室2厅,119.91,南,精装,无,358,29856
昂内天骄美地,2室2厅,104.23,南,精装,有,239,22931
中海御景湾,3室2厅,87.56,南,精装,有,195,22271
天平花园,3室2厅,138.39,南 北,精装,无,229,16548
鲈乡三村,2室1厅,73,南,简装,无,135,18494
弘阳上湖,3室1厅,104.52,南,精装,有,312,29851
胥江新村,3室1厅,70.34,南,简装,无,145,20615
宏葑新村,3室1厅,77.13,南,简装,无,221,28653
荣域花园,4室1厅,138.86,南,精装,有,798,57468
万科魅力花园（相城）,3室1厅,88.67,南,精装,有,208,23458
荣盛阳光名邸,2室2厅,46.78,南,精装,有,129.8,27747
韩衙庄,3室2厅,59.1,南,精装,无,137,23182
友联一村,3室1厅,76,南,精装,无,130,17106
星光耀商业广场,1室1厅,39.39,西,精装,商电,48,12186
东辉缘,2室1厅,109.11,南 北,简装,有,148,13565
冠城大通珑湾,5室2厅,480.32,南,毛坯,联排,1000,20820
恒基旭辉发现岛,2室1厅,48.71,南,精装,商电,95,19504
新城花园（工业园区）,3室2厅,136.54,南,精装,有,497,36400
大龙港新村,2室1厅,54.06,南,简装,无,126,23308
西湖花苑,5室4厅,195,南 北,简装,有,248,12718
天域西区,3室2厅,166.7,南,精装,有,999,59929
格林悦城花园,3室2厅,91.22,东南 南,精装,无,167.5,18363
新城红树湾,3室1厅,76.78,南,精装,有,170,22142
白领生活馆,2室2厅,77.34,南,精装,有,275,35558
美岸青城幸福里,2室2厅,94,南,精装,无,147,15639
尼盛西城,4室2厅,112.53,南 北,精装,无,210,18662
唯锦苑,1室1厅,51,南,精装,有,120,23530
南山金城1958,2室2厅,80.23,南,简装,有,172,21439
万科魅力花园,2室2厅,66.01,南,精装,有,137,20755
华德力公园壹号,4室2厅,123.98,南,精装,有,185,14922
香城颐园,2室2厅,96.86,南 北,精装,有,220,22714
彩香二村,3室1厅,67.69,南,精装,无,132,19501
裕花园张浦,2室1厅,88.87,南,其他,有,138.8,15619
第五元素,3室2厅,121.66,南,精装,有,468,38468
南新村,2室1厅,52.27,南 北,简装,无,116,22193
三元三村,2室1厅,60.5,南,简装,无,142,23472
金筑家园,2室1厅,62.28,南,毛坯,有,139,22319
可逸兰亭,3室1厅,93.16,南 北,毛坯,有,175,18785
旭辉美澜城,3室1厅,89.68,南,精装,有,209,23306
保利悦玺,3室2厅,109.39,南,简装,有,315,28797
万科魅力花园（相城）,3室2厅,84.64,南,精装,有,199.8,23606
新港名墅花园西区,3室2厅,98.3,南 北,精装,有,168,17091
香花公寓,3室2厅,132.39,南,精装,无,188,14201
月亮湾3号美颂花园二期,3室1厅,96.44,南,精装,有,499,51743
白塘景苑一二期,4室3厅,185.89,南,精装,有,969,52128
诚河新旅城七区,3室2厅,94.84,南,简装,有,190,20034
碧波二村,3室1厅,86.28,南,精装,无,184.8,21419
欧洲城,4室2厅,148.36,南 北,精装,有,720,48531
中南世纪城(昆山),3室2厅,103.7,南 北,精装,有,235,22662
绿地都会雅苑,3室1厅,93.3,南 北,毛坯,有,205,21973
阳光城平江悦,1室1厅,23.44,南,精装,商电,53,22611
宏葑新村,2室1厅,63.66,南,精装,无,173.8,27302
化工新村,2室1厅,55.48,南,精装,无,200,36050
银河新都,2室1厅,83.88,南,精装,无,114,13591
新升新苑,2室2厅,75.29,南,精装,无,210,27893
森隆满园,2室2厅,84.58,南,精装,有,125,14779
碧悦湾,3室2厅,123.58,南,毛坯,有,157,12705
华城美地,2室2厅,84.35,南,精装,无,122,14464
醋库巷散盘,2室1厅,57.16,南 北,精装,无,265,46362
白马涧花园二区,2室1厅,61.4,南,精装,无,126,20522
湄长新村,3室1厅,78.62,南,精装,无,154.8,19690
上君花园临湖壹号,3室1厅,87.53,南 北,精装,有,315,35988
佳兆业广场,4室2厅,122.93,南,毛坯,有,555,45148
首开悦澜湾,3室1厅,89.13,南,精装,有,313,35118
东湖大郡二期,4室2厅,158.37,南,精装,有,675,42622
万科魅力花园（相城）,4室2厅,94.67,南,精装,有,210,22183
苏都花园,3室2厅,119.3,南 北,精装,无,735,61610
中海国际社区（三区）,3室2厅,124.03,南,精装,有,580,46763
盘蠡苑,4室2厅,105.78,南 北,精装,无,208,19664
首开常青藤,3室2厅,102.61,南,精装,有,233,22708
景瑞御江山,3室2厅,88.65,南,精装,有,199,22448
晨曦印象花园,4室2厅,162.91,南,精装,无,316.8,19447
新城金郡南区二期,3室2厅,90.37,南 北,精装,有,195,21578
华润橡树湾3期,4室2厅,127.4,南,毛坯,有,308,24176
花溪公馆,3室2厅,102.46,南 北,精装,有,270,26352
金地名悦,4室2厅,128.36,南 北,毛坯,有,317,24697
中茵皇冠国际,3室2厅,241.84,南,精装,有,2200,90970
锦泽苑（园区）,2室1厅,86.17,南,简装,有,229.8,26669
天伦花园,3室2厅,189.69,南,精装,双拼,645,34003
嘉和丽园,5室1厅,103.32,南,精装,有,235,22745
嘉境天成,3室2厅,88.94,南,毛坯,有,199,22375
白塘壹号,3室2厅,125.69,南,精装,有,520,41372
锦沧名苑,3室2厅,123.44,南 北,精装,有,475,38481
理想家园,3室2厅,132.07,南,精装,有,215,16280
西塘北巷,3室1厅,64.08,南,精装,无,123,19195
新城红树湾,3室2厅,89.78,南 北,精装,有,209,23280
海上印象,2室2厅,86.56,南 北,精装,有,120,13864
景瑞东环之歌,3室2厅,87.29,南,毛坯,有,159,18216
恒基水漾花城,2室2厅,80.14,南 北,精装,有,170,21213
绿地苏州ONE,3室2厅,100.62,南,精装,有,176,17492
南山维拉,3室2厅,93,南,精装,有,181,19463
海域天境苑,4室2厅,145,南,毛坯,有,295,20345
中翔丽晶,1室1厅,54.76,北,精装,有,39.8,7269
世茂蝶湖湾,3室2厅,137.45,南,精装,有,221,16079
新庄西路18号,2室1厅,53.84,南,简装,无,110,20431
启航社河东,2室2厅,74.75,南 北,简装,有,145,19398
祖家桥9号,3室2厅,67.55,南,简装,无,245,36270
万科魅力花园,3室2厅,88.3,南,精装,有,183,20725
泰极国际花园,2室1厅,93.63,南,精装,有,122.8,13116
石湖华城,3室2厅,94.09,南,精装,有,219,23276
苏安新村,2室1厅,49.57,南,精装,无,115,23200
中海御景湾,3室2厅,87.18,南,精装,有,185,21221
万科魅力花园,4室1厅,117,北 南,精装,有,265,22650
小石城8区梧桐园,3室2厅,95.84,南,精装,有,218.5,22799
金科·廊桥雅苑,3室2厅,135.3,南 北,精装,有,168,12417
临芳苑二区,1室1厅,50.11,南,精装,有,125,24946
首开班芙春天花园,3室2厅,99.17,南,精装,有,223,22487
中天和景苑,2室1厅,89.22,南,精装,有,208,23314
首开悦澜湾,3室2厅,87.98,南 北,精装,有,270,30689
中海双湾锦园,3室2厅,89.45,南,精装,有,228,25490
欧风丽苑,3室2厅,85.54,南,精装,无,184,21511
中南世纪城(昆山),4室2厅,134.56,南 北,精装,有,405,30099
